SiteName,Camera,lon,lat,date
Tabletop,BH02,151.85921,-30.91315996,2014/12/19 15:45:00
Tabletop,BH01,151.86538,-30.90326998,2014/12/19 15:48:00
Tabletop,BH01,151.86538,-30.90326998,2014/12/19 17:06:00
Tabletop,RC03,151.8459,-30.96038,2014/12/19 17:15:00
Tabletop,GD01,151.82572,-30.94370001,2014/12/19 17:17:00
Tabletop,GD01,151.82572,-30.94370001,2014/12/19 17:19:00
Paddysland,W02,152.142073,-30.09163,2014/12/19 17:33:00
Paddysland,B02,152.171801,-30.07941,2014/12/19 18:25:00
Tabletop,BH11,151.83517,-30.93172001,2014/12/19 18:46:00
Paddysland,W04,152.1604,-30.094878,2014/12/19 18:51:00
Tabletop,GD02,151.82132,-30.95062003,2014/12/19 18:54:00
Tabletop,BH11,151.83517,-30.93172001,2014/12/19 18:56:00
Tabletop,GD02,151.82132,-30.95062003,2014/12/19 18:56:00
Paddysland,B11,152.238082,-30.072195,2014/12/19 19:13:00
Paddysland,W03,152.151558,-30.093735,2014/12/19 19:37:00
Tabletop,BH03,151.8512,-30.91409999,2014/12/19 19:55:00
Tabletop,BH02,151.85921,-30.91315996,2014/12/19 20:10:00
Tabletop,RC01,151.8258,-30.95766996,2014/12/19 20:21:00
Paddysland,B04,152.186567,-30.089872,2014/12/19 20:23:00
Paddysland,SP02,152.249853,-30.062331,2014/12/19 20:23:00
Paddysland,W01,152.134154,-30.091017,2014/12/19 20:44:00
Paddysland,B05,152.195489,-30.093553,2014/12/19 21:36:00
Paddysland,B05,152.195489,-30.093553,2014/12/19 21:38:00
Paddysland,B13,152.250721,-30.074394,2014/12/19 21:38:00
Paddysland,B05,152.195489,-30.093553,2014/12/19 21:40:00
Tabletop,TT02,151.97443,-30.90060001,2014/12/19 21:43:00
Paddysland,B05,152.195489,-30.093553,2014/12/19 22:58:00
Tabletop,SD02,151.87195,-30.91892998,2014/12/19 23:08:00
Paddysland,B07,152.213125,-30.092584,2014/12/19 23:11:00
Tabletop,TT01,151.983,-30.90260002,2014/12/19 23:35:00
Tabletop,BH13,151.84015,-30.92070996,2014/12/20 01:17:00
Tabletop,BH13,151.84015,-30.92070996,2014/12/20 01:19:00
Tabletop,BH12,151.83246,-30.92361001,2014/12/20 01:28:00
